Declaration_Number,Import_Date,Importer_ID,Broker_ID,Transport_Mode,Origin_Country,Port_of_Entry,Clearance_Port,Invoice_No,Invoice_Details,Item_Number,HS_Code,Stat_Code,Product_Code,Brand,Model_No,Product_Year,Cleaned_Description,Quantity,Net_Weight_KG,Gross_Weight_KG,Declared_Currency_Code,Unit_Price_Foreign_CIF,Invoice_Amount_Foreign,Exchange_Rate,Unit_Price_THB_CIF,Invoice_Amount_THB,Privilege_Code,Incentive_Scheme,Duty_Paid_THB,VAT_Paid_THB,Other_Taxes_THB,External_Benchmark_Price_THB,Is_Related_Party,Is_Anomaly_Confirmed,PRAISE_Alert_Ref_No,Recovered_Tax_THB,Review_Officer_ID,Review_Timestamp
DEC251129109550,2025-11-29,IMP-008,BROK-030,Air,DE,LCP,BKK,INV-53021,Standard Import,1,87089360,0,PROD-910,BrandX,M-13,2024,Clutches,87.0,226.28,238.76,USD,2793.96,243074.52,32.88,91865.4,7992290.22,0,,2397687.07,727298.41,0.0,100000.0,1,False,REF-68595,0.0,OFFICER-46,2024-12-15
DEC24092523132,2024-09-25,IMP-002,BROK-017,Sea,JP,SUV,LCP,INV-14252,Standard Import,1,22083090,0,PROD-368,BrandX,M-77,2021,Whisky,23.0,32.03,37.93,USD,478.15,10997.45,31.98,15291.24,351698.45,999,,211019.07,39390.23,0.0,80000.0,1,False,REF-14410,0.0,OFFICER-43,2024-12-18
DEC240530102103,2024-05-30,IMP-008,BROK-011,Air,DE,LCP,SUV,INV-21232,Standard Import,1,87089360,0,PROD-656,BrandX,M-79,2024,Clutches,35.0,119.63,143.1,USD,3461.96,121168.6,31.98,110713.48,3874971.83,999,,1162491.55,352622.44,0.0,100000.0,1,False,REF-20251,0.0,OFFICER-46,2024-12-23
DEC24052480861,2024-05-24,IMP-006,BROK-009,Air,CN,LCP,SUV,INV-94531,Standard Import,1,64039990,0,PROD-745,BrandX,M-92,2025,Footwear,27.0,101.5,121.13,USD,817.51,22072.77,31.98,26143.97,705887.18,0,,211766.15,64235.73,0.0,28050.0,1,False,REF-93918,0.0,OFFICER-47,2024-12-15
DEC24091082993,2024-09-10,IMP-006,BROK-013,Sea,JP,LCP,BKK,INV-12395,Standard Import,1,64039990,0,PROD-858,BrandX,M-12,2024,Footwear,58.0,554.4,656.62,USD,825.36,47870.88,31.98,26395.01,1530910.74,0,,459273.22,139312.88,0.0,28050.0,0,False,REF-61015,0.0,OFFICER-22,2024-12-03
DEC24040433883,2024-04-04,IMP-003,BROK-003,Air,DE,SUV,SUV,INV-17065,Standard Import,1,33030000,0,PROD-828,BrandX,M-68,2024,Perfumes,18.0,125.57,137.64,USD,1882.26,33880.68,31.98,60194.67,1083504.15,0,,325051.24,98598.88,0.0,105400.0,1,False,REF-10194,0.0,OFFICER-15,2024-12-24
DEC25072266770,2025-07-22,IMP-005,BROK-020,Sea,CN,LCP,BKK,INV-58990,Standard Import,1,62044290,0,PROD-544,BrandX,M-50,2021,Women Dresses,94.0,876.96,929.46,USD,1188.02,111673.88,32.88,39062.1,3671837.17,0,,1101551.15,334137.18,0.0,44200.0,0,True,REF-29456,862597.25,OFFICER-45,2024-12-18
DEC24022179009,2024-02-21,IMP-006,BROK-014,Sea,CN,BKK,LCP,INV-40879,Standard Import,1,64039990,0,PROD-116,BrandX,M-33,2024,Footwear,97.0,135.35,150.55,USD,837.74,81260.78,31.98,26790.93,2598719.74,0,,779615.92,236483.5,0.0,28050.0,1,False,REF-85570,0.0,OFFICER-49,2024-12-27
DEC251003108778,2025-10-03,IMP-008,BROK-014,Land,JP,LCP,SUV,INV-14192,Standard Import,1,87089360,0,PROD-616,BrandX,M-82,2023,Clutches,18.0,159.1,172.76,USD,2900.45,52208.1,32.88,95366.8,1716602.33,999,,514980.7,156210.81,0.0,100000.0,1,False,REF-53403,0.0,OFFICER-47,2024-12-23
DEC24041656310,2024-04-16,IMP-005,BROK-028,Sea,CN,SUV,SUV,INV-19275,Standard Import,1,62044290,0,PROD-850,BrandX,M-82,2021,Women Dresses,30.0,275.95,294.21,USD,1295.99,38879.7,31.98,41445.76,1243372.81,0,,373011.84,113146.93,0.0,44200.0,1,False,REF-30546,0.0,OFFICER-45,2024-12-03
DEC23022871721,2023-02-28,IMP-006,BROK-011,Sea,CN,LCP,LCP,INV-96699,Standard Import,1,64039990,0,PROD-727,BrandX,M-55,2022,Footwear,78.0,80.09,88.24,USD,833.71,65029.38,35.07,29238.21,2280580.36,999,,684174.11,207532.81,0.0,28050.0,1,False,REF-74942,0.0,OFFICER-25,2024-12-24
DEC241227104930,2024-12-27,IMP-008,BROK-020,Sea,CN,BKK,SUV,INV-13233,Standard Import,1,87089360,0,PROD-174,BrandX,M-16,2021,Clutches,69.0,216.71,256.05,USD,3234.62,223188.78,31.98,103443.15,7137577.18,0,,2141273.15,649519.52,0.0,100000.0,0,False,REF-38362,0.0,OFFICER-31,2024-12-04
DEC25051987994,2025-05-19,IMP-006,BROK-048,Sea,CN,SUV,BKK,INV-67171,Standard Import,1,64039990,0,PROD-211,BrandX,M-40,2022,Footwear,71.0,471.52,552.61,USD,841.72,59762.12,32.88,27675.75,1964978.51,0,,589493.55,178813.04,0.0,28050.0,1,True,REF-72365,776293.68,OFFICER-47,2024-12-09
DEC240825103239,2024-08-25,IMP-008,BROK-044,Air,CN,LCP,LCP,INV-80255,Standard Import,1,87089360,0,PROD-999,BrandX,M-38,2025,Clutches,52.0,229.55,259.86,USD,3829.38,199127.76,31.98,122463.57,6368105.76,0,,1910431.73,579497.62,0.0,100000.0,1,False,REF-81931,0.0,OFFICER-36,2024-12-06
DEC25050487743,2025-05-04,IMP-006,BROK-007,Sea,CN,LCP,LCP,INV-45520,Standard Import,1,64039990,0,PROD-786,BrandX,M-20,2024,Footwear,78.0,662.27,791.39,USD,838.56,65407.68,32.88,27571.85,2150604.52,999,,645181.36,195705.01,0.0,28050.0,1,True,REF-59370,755144.32,OFFICER-44,2024-12-12
DEC25092968405,2025-09-29,IMP-005,BROK-035,Air,CN,SUV,BKK,INV-54794,Standard Import,1,62044290,0,PROD-647,BrandX,M-42,2024,Women Dresses,95.0,118.01,127.47,USD,1207.72,114733.4,32.88,39709.83,3772434.19,999,,1131730.26,343291.51,0.0,44200.0,1,False,REF-62894,0.0,OFFICER-15,2024-12-23
DEC25082667608,2025-08-26,IMP-005,BROK-037,Sea,CN,SUV,LCP,INV-95641,Standard Import,1,62044290,0,PROD-420,BrandX,M-29,2024,Women Dresses,16.0,76.3,84.2,USD,1237.46,19799.36,32.88,40687.68,651002.96,0,,195300.89,59241.27,0.0,44200.0,1,False,REF-10838,0.0,OFFICER-44,2024-12-27
DEC24080615340,2024-08-06,IMP-001,BROK-037,Sea,JP,SUV,LCP,INV-60709,Standard Import,1,19059030,0,PROD-598,BrandX,M-44,2025,Cake,41.0,327.22,368.76,USD,117.06,4799.46,31.98,3743.58,153486.73,999,,46046.02,13967.29,0.0,5000.0,0,False,REF-35590,0.0,OFFICER-26,2024-12-06
DEC24082459248,2024-08-24,IMP-005,BROK-007,Air,CN,BKK,BKK,INV-35960,Standard Import,1,62044290,0,PROD-788,BrandX,M-88,2023,Women Dresses,21.0,137.8,161.79,USD,1288.21,27052.41,31.98,41196.96,865136.07,0,,259540.82,78727.38,0.0,44200.0,1,False,REF-93455,0.0,OFFICER-14,2024-12-17
DEC23092451571,2023-09-24,IMP-005,BROK-035,Sea,CN,LCP,LCP,INV-92135,Standard Import,1,62044290,0,PROD-336,BrandX,M-42,2025,Women Dresses,35.0,326.34,376.18,USD,1400.57,49019.95,35.07,49117.99,1719129.65,0,,515738.89,156440.8,0.0,44200.0,1,False,REF-79976,0.0,OFFICER-32,2024-12-11
DEC23102399086,2023-10-23,IMP-008,BROK-032,Sea,CN,SUV,SUV,INV-79266,Standard Import,1,87089360,0,PROD-549,BrandX,M-53,2022,Clutches,96.0,677.23,785.49,USD,4306.58,413431.68,35.07,151031.76,14499049.02,0,,4349714.71,1319413.46,0.0,100000.0,1,False,REF-69192,0.0,OFFICER-39,2024-12-21
DEC25052288051,2025-05-22,IMP-006,BROK-025,Air,CN,LCP,SUV,INV-66515,Standard Import,1,64039990,0,PROD-125,BrandX,M-60,2022,Footwear,58.0,321.53,352.59,USD,817.73,47428.34,32.88,26886.96,1559443.82,0,,467833.15,141909.39,0.0,28050.0,0,False,REF-39563,0.0,OFFICER-20,2024-12-27
DEC250312105955,2025-03-12,IMP-008,BROK-050,Sea,CN,LCP,BKK,INV-83304,Standard Import,1,87089360,0,PROD-176,BrandX,M-12,2022,Clutches,13.0,96.74,111.33,USD,3177.56,41308.28,32.88,104478.17,1358216.25,0,,407464.88,123597.68,0.0,100000.0,1,False,REF-81429,0.0,OFFICER-40,2024-12-25
DEC23052073338,2023-05-20,IMP-006,BROK-028,Sea,US,BKK,SUV,INV-34742,Standard Import,1,64039990,0,PROD-306,BrandX,M-88,2023,Footwear,85.0,769.73,873.48,USD,845.76,71889.6,35.07,29660.8,2521168.27,0,,756350.48,229426.31,0.0,28050.0,0,False,REF-68837,0.0,OFFICER-25,2024-12-23
DEC23083193062,2023-08-31,IMP-007,BROK-047,Sea,JP,LCP,SUV,INV-25564,Standard Import,1,87032324,0,PROD-800,BrandX,M-89,2025,Passenger Cars,47.0,408.02,430.17,USD,40845.02,1919715.94,35.07,1432434.85,67324438.02,0,,53859550.42,8482879.19,0.0,2500000.0,1,False,REF-69407,0.0,OFFICER-42,2024-12-25
DEC241130104564,2024-11-30,IMP-008,BROK-013,Land,CN,SUV,SUV,INV-57038,Standard Import,1,87089360,0,PROD-991,BrandX,M-43,2024,Clutches,49.0,384.78,416.79,USD,3334.96,163413.04,31.98,106652.02,5225949.02,999,,1567784.71,475561.36,0.0,100000.0,1,False,REF-38616,0.0,OFFICER-25,2024-12-13
DEC24040656116,2024-04-06,IMP-005,BROK-033,Air,CN,LCP,SUV,INV-94957,Standard Import,1,62044290,0,PROD-466,BrandX,M-34,2022,Women Dresses,21.0,190.73,224.65,USD,1317.53,27668.13,31.98,42134.61,884826.8,999,,265448.04,80519.24,0.0,44200.0,0,True,REF-62915,342859.0,OFFICER-28,2024-12-24
DEC25062394558,2025-06-23,IMP-007,BROK-010,Land,JP,SUV,SUV,INV-14467,Standard Import,1,87032324,0,PROD-692,BrandX,M-94,2021,Passenger Cars,87.0,241.16,254.73,USD,54974.43,4782775.41,32.88,1807559.26,157257655.48,0,,125806124.38,19814464.59,0.0,2500000.0,1,False,REF-48923,0.0,OFFICER-45,2024-12-20
DEC23042548171,2023-04-25,IMP-005,BROK-038,Sea,CN,LCP,BKK,INV-67217,Standard Import,1,62044290,0,PROD-853,BrandX,M-95,2024,Women Dresses,27.0,212.95,228.05,USD,1397.57,37734.39,35.07,49012.78,1323345.06,0,,397003.52,120424.4,0.0,44200.0,0,False,REF-23953,0.0,OFFICER-24,2024-12-17
DEC25021086018,2025-02-10,IMP-006,BROK-025,Air,JP,LCP,BKK,INV-78681,Standard Import,1,64039990,0,PROD-442,BrandX,M-78,2024,Footwear,11.0,64.66,74.88,USD,821.95,9041.45,32.88,27025.72,297282.88,0,,89184.86,27052.74,0.0,28050.0,0,False,REF-11211,0.0,OFFICER-41,2024-12-18
DEC250508106769,2025-05-08,IMP-008,BROK-044,Land,CN,SUV,LCP,INV-68852,Standard Import,1,87089360,0,PROD-885,BrandX,M-31,2022,Clutches,74.0,207.44,233.74,USD,3335.59,246833.66,32.88,109674.2,8115890.74,0,,2434767.22,738546.06,0.0,100000.0,1,False,REF-46031,0.0,OFFICER-46,2024-12-09
DEC24090282845,2024-09-02,IMP-006,BROK-035,Sea,CN,LCP,BKK,INV-16778,Standard Import,1,64039990,0,PROD-127,BrandX,M-46,2022,Footwear,73.0,704.88,742.65,USD,814.93,59489.89,31.98,26061.46,1902486.68,0,,570746.0,173126.29,0.0,28050.0,0,False,REF-86999,0.0,OFFICER-40,2024-12-13
DEC25022763531,2025-02-27,IMP-005,BROK-044,Sea,CN,BKK,SUV,INV-15475,Standard Import,1,62044290,0,PROD-392,BrandX,M-73,2021,Women Dresses,6.0,33.77,37.4,USD,1204.84,7229.04,32.88,39615.14,237690.84,0,,71307.25,21629.87,0.0,44200.0,0,False,REF-66865,0.0,OFFICER-26,2024-12-08
DEC24082636550,2024-08-26,IMP-003,BROK-020,Sea,US,LCP,BKK,INV-22095,Standard Import,1,33030000,0,PROD-668,BrandX,M-62,2025,Perfumes,90.0,720.17,785.33,USD,3245.53,292097.7,31.98,103792.05,9341284.45,0,,2802385.33,850056.88,0.0,105400.0,0,False,REF-31996,0.0,OFFICER-43,2024-12-09
DEC25102344211,2025-10-23,IMP-003,BROK-032,Air,DE,BKK,SUV,INV-11218,Standard Import,1,33030000,0,PROD-176,BrandX,M-31,2023,Perfumes,7.0,29.87,32.83,USD,3218.91,22532.37,32.88,105837.76,740864.33,0,,222259.3,67418.65,0.0,105400.0,1,False,REF-11290,0.0,OFFICER-16,2024-12-23
DEC24011632459,2024-01-16,IMP-003,BROK-020,Sea,US,LCP,LCP,INV-28353,Standard Import,1,33030000,0,PROD-985,BrandX,M-29,2022,Perfumes,51.0,258.91,289.13,USD,2332.79,118972.29,31.98,74602.62,3804733.83,0,,1141420.15,346230.78,0.0,105400.0,1,False,REF-90723,0.0,OFFICER-36,2024-12-25
DEC250710107636,2025-07-10,IMP-008,BROK-002,Sea,CN,LCP,SUV,INV-22480,Standard Import,1,87089360,0,PROD-518,BrandX,M-15,2025,Clutches,59.0,449.12,493.68,USD,3759.76,221825.84,32.88,123620.91,7293633.62,0,,2188090.09,663720.66,0.0,100000.0,0,False,REF-91205,0.0,OFFICER-34,2024-12-13
DEC23102376552,2023-10-23,IMP-006,BROK-040,Sea,CN,BKK,SUV,INV-41687,Standard Import,1,64039990,0,PROD-805,BrandX,M-57,2022,Footwear,25.0,131.79,142.82,USD,829.13,20728.25,35.07,29077.59,726939.73,0,,218081.92,66151.52,0.0,28050.0,0,True,REF-92998,233897.43,OFFICER-46,2024-12-27
DEC23011825840,2023-01-18,IMP-003,BROK-005,Air,DE,BKK,LCP,INV-20053,Standard Import,1,33030000,0,PROD-802,BrandX,M-72,2024,Perfumes,58.0,236.91,268.89,USD,3131.31,181615.98,35.07,109815.04,6369272.42,0,,1910781.73,579603.79,0.0,105400.0,0,False,REF-14233,0.0,OFFICER-32,2024-12-23
DEC24122485062,2024-12-24,IMP-006,BROK-041,Sea,DE,BKK,SUV,INV-11129,Standard Import,1,64039990,0,PROD-287,BrandX,M-29,2021,Footwear,69.0,686.91,724.7,USD,813.41,56125.29,31.98,26012.85,1794886.77,999,,538466.03,163334.7,0.0,28050.0,0,False,REF-68345,0.0,OFFICER-16,2024-12-26
DEC23050948490,2023-05-09,IMP-005,BROK-045,Sea,JP,BKK,SUV,INV-57147,Standard Import,1,62044290,0,PROD-511,BrandX,M-47,2025,Women Dresses,89.0,852.46,997.06,USD,1408.77,125380.53,35.07,49405.56,4397095.19,999,,1319128.56,400135.66,0.0,44200.0,1,True,REF-63931,1535828.25,OFFICER-21,2024-12-04
DEC23121931955,2023-12-19,IMP-003,BROK-024,Land,CN,SUV,SUV,INV-85458,Standard Import,1,33030000,0,PROD-460,BrandX,M-48,2023,Perfumes,17.0,148.18,172.31,USD,2034.36,34584.12,35.07,71345.01,1212865.09,999,,363859.53,110370.72,0.0,105400.0,1,False,REF-66981,0.0,OFFICER-18,2024-12-20
DEC23032847521,2023-03-28,IMP-005,BROK-035,Air,DE,LCP,LCP,INV-34644,Standard Import,1,62044290,0,PROD-391,BrandX,M-91,2024,Women Dresses,12.0,115.83,132.98,USD,1413.61,16963.32,35.07,49575.3,594903.63,999,,178471.09,54136.23,0.0,44200.0,1,False,REF-65174,0.0,OFFICER-23,2024-12-30
DEC25061941956,2025-06-19,IMP-003,BROK-020,Sea,JP,LCP,BKK,INV-93893,Standard Import,1,33030000,0,PROD-592,BrandX,M-47,2023,Perfumes,61.0,229.76,254.45,USD,2388.32,145687.52,32.88,78527.96,4790205.66,999,,1437061.7,435908.72,0.0,105400.0,1,True,REF-36195,1924381.58,OFFICER-15,2024-12-29
DEC25062266105,2025-06-22,IMP-005,BROK-050,Air,CN,BKK,LCP,INV-12169,Standard Import,1,62044290,0,PROD-930,BrandX,M-57,2021,Women Dresses,62.0,218.37,234.26,USD,1213.7,75249.4,32.88,39906.46,2474200.27,0,,742260.08,225152.22,0.0,44200.0,0,False,REF-19099,0.0,OFFICER-19,2024-12-09
DEC23112612991,2023-11-26,IMP-001,BROK-035,Land,CN,BKK,SUV,INV-17108,Standard Import,1,19059030,0,PROD-987,BrandX,M-63,2022,Cake,20.0,186.01,216.2,USD,140.63,2812.6,35.07,4931.89,98637.88,999,,29591.36,8976.05,0.0,5000.0,0,False,REF-95445,0.0,OFFICER-13,2024-12-17
DEC25022139873,2025-02-21,IMP-003,BROK-018,Sea,DE,BKK,SUV,INV-31802,Standard Import,1,33030000,0,PROD-394,BrandX,M-96,2024,Perfumes,18.0,51.01,57.17,USD,3179.88,57237.84,32.88,104554.45,1881980.18,0,,564594.05,171260.2,0.0,105400.0,1,False,REF-51228,0.0,OFFICER-27,2024-12-06
DEC23121653519,2023-12-16,IMP-005,BROK-037,Air,JP,SUV,LCP,INV-69894,Standard Import,1,62044290,0,PROD-527,BrandX,M-77,2024,Women Dresses,15.0,34.7,40.71,USD,1381.97,20729.55,35.07,48465.69,726985.32,0,,218095.6,66155.66,0.0,44200.0,0,False,REF-89214,0.0,OFFICER-29,2024-12-30
DEC240413101480,2024-04-13,IMP-008,BROK-022,Sea,DE,SUV,LCP,INV-86011,Standard Import,1,87089360,0,PROD-748,BrandX,M-88,2021,Clutches,30.0,130.45,143.7,USD,3425.24,102757.2,31.98,109539.18,3286175.26,999,,985852.58,299041.95,0.0,100000.0,0,False,REF-69170,0.0,OFFICER-23,2024-12-30
DEC251201109573,2025-12-01,IMP-008,BROK-031,Air,JP,BKK,LCP,INV-81515,Standard Import,1,87089360,0,PROD-168,BrandX,M-86,2024,Clutches,40.0,131.96,141.49,USD,4661.44,186457.6,32.88,153268.15,6130725.89,0,,1839217.77,557896.06,0.0,100000.0,1,True,REF-81389,2539746.98,OFFICER-30,2024-12-27
DEC250808107981,2025-08-08,IMP-008,BROK-041,Air,CN,SUV,SUV,INV-94318,Standard Import,1,87089360,0,PROD-229,BrandX,M-52,2022,Clutches,14.0,75.26,84.7,USD,3378.74,47302.36,32.88,111092.97,1555301.6,0,,466590.48,141532.45,0.0,100000.0,1,False,REF-61665,0.0,OFFICER-26,2024-12-17
DEC24040693563,2024-04-06,IMP-007,BROK-034,Sea,JP,LCP,LCP,INV-28746,Standard Import,1,87032324,0,PROD-308,BrandX,M-12,2025,Passenger Cars,81.0,412.95,460.06,USD,52449.38,4248399.78,31.98,1677331.17,135863824.96,999,,108691059.97,17118841.95,0.0,2500000.0,1,False,REF-16195,0.0,OFFICER-34,2024-12-05
DEC25111625287,2025-11-16,IMP-002,BROK-008,Sea,US,LCP,SUV,INV-51992,Standard Import,1,22083090,0,PROD-419,BrandX,M-97,2025,Whisky,51.0,373.88,413.33,USD,460.22,23471.22,32.88,15132.03,771733.71,999,,463040.23,86434.18,0.0,80000.0,0,False,REF-84593,0.0,OFFICER-25,2024-12-29
DEC23031447196,2023-03-14,IMP-005,BROK-044,Sea,CN,BKK,BKK,INV-32129,Standard Import,1,62044290,0,PROD-344,BrandX,M-93,2025,Women Dresses,37.0,48.34,55.56,USD,1395.51,51633.87,35.07,48940.54,1810799.82,0,,543239.95,164782.78,0.0,44200.0,0,True,REF-21709,261365.46,OFFICER-24,2024-12-26
DEC24120916529,2024-12-09,IMP-001,BROK-025,Air,JP,LCP,LCP,INV-97224,Standard Import,1,19059030,0,PROD-196,BrandX,M-25,2021,Cake,26.0,54.04,60.88,USD,157.76,4101.76,31.98,5045.16,131174.28,0,,39352.28,11936.86,0.0,5000.0,0,True,REF-74885,54783.26,OFFICER-16,2024-12-20
DEC25060365671,2025-06-03,IMP-005,BROK-015,Land,CN,LCP,SUV,INV-33448,Standard Import,1,62044290,0,PROD-769,BrandX,M-86,2021,Women Dresses,14.0,44.85,49.87,USD,1190.1,16661.4,32.88,39130.49,547826.83,0,,164348.05,49852.24,0.0,44200.0,0,False,REF-99391,0.0,OFFICER-12,2024-12-29
DEC251101109164,2025-11-01,IMP-008,BROK-049,Air,JP,SUV,SUV,INV-43925,Standard Import,1,87089360,0,PROD-665,BrandX,M-64,2023,Clutches,58.0,176.64,193.69,USD,3636.69,210928.02,32.88,119574.37,6935313.3,999,,2080593.99,631113.51,0.0,100000.0,1,True,REF-46481,2552383.49,OFFICER-16,2024-12-15
DEC23061749338,2023-06-17,IMP-005,BROK-045,Sea,CN,LCP,SUV,INV-99603,Standard Import,1,62044290,0,PROD-443,BrandX,M-87,2024,Women Dresses,76.0,419.48,461.72,USD,1420.41,107951.16,35.07,49813.78,3785847.18,999,,1135754.15,344512.09,0.0,44200.0,0,False,REF-95189,0.0,OFFICER-31,2024-12-12
DEC24102260606,2024-10-22,IMP-005,BROK-012,Sea,CN,BKK,LCP,INV-24804,Standard Import,1,62044290,0,PROD-538,BrandX,M-21,2025,Women Dresses,83.0,563.57,616.97,USD,1303.97,108229.51,31.98,41700.96,3461179.73,0,,1038353.92,314967.36,0.0,44200.0,1,False,REF-70550,0.0,OFFICER-48,2024-12-04
DEC23080329457,2023-08-03,IMP-003,BROK-036,Air,JP,LCP,SUV,INV-65956,Standard Import,1,33030000,0,PROD-900,BrandX,M-47,2023,Perfumes,52.0,204.29,225.11,USD,1885.41,98041.32,35.07,66121.33,3438309.09,999,,1031492.73,312886.13,0.0,105400.0,1,False,REF-48456,0.0,OFFICER-25,2024-12-19
DEC23020126106,2023-02-01,IMP-003,BROK-030,Air,US,LCP,SUV,INV-71258,Standard Import,1,33030000,0,PROD-388,BrandX,M-99,2025,Perfumes,71.0,554.99,628.77,USD,3172.98,225281.58,35.07,111276.41,7900625.01,999,,2370187.5,718956.88,0.0,105400.0,0,True,REF-41486,3480244.94,OFFICER-30,2024-12-14
DEC25073167001,2025-07-31,IMP-005,BROK-041,Sea,CN,SUV,BKK,INV-38014,Standard Import,1,62044290,0,PROD-134,BrandX,M-34,2022,Women Dresses,97.0,290.48,326.99,USD,1203.57,116746.29,32.88,39573.38,3838618.02,999,,1151585.41,349314.24,0.0,44200.0,0,False,REF-20040,0.0,OFFICER-10,2024-12-19
DEC24012732650,2024-01-27,IMP-003,BROK-007,Sea,DE,BKK,LCP,INV-68173,Standard Import,1,33030000,0,PROD-818,BrandX,M-65,2022,Perfumes,72.0,116.23,130.05,USD,3050.42,219630.24,31.98,97552.43,7023775.08,999,,2107132.52,639163.53,0.0,105400.0,1,False,REF-72750,0.0,OFFICER-41,2024-12-03
DEC25122792431,2025-12-27,IMP-006,BROK-009,Sea,CN,BKK,SUV,INV-44945,Standard Import,1,64039990,0,PROD-278,BrandX,M-29,2023,Footwear,90.0,179.27,190.63,USD,828.75,74587.5,32.88,27249.3,2452437.0,999,,735731.1,223171.77,0.0,28050.0,0,True,REF-53956,1006568.01,OFFICER-23,2024-12-31
DEC240923103616,2024-09-23,IMP-008,BROK-050,Sea,CN,LCP,SUV,INV-30314,Standard Import,1,87089360,0,PROD-487,BrandX,M-43,2024,Clutches,59.0,462.16,510.81,USD,3756.97,221661.23,31.98,120147.9,7088726.14,999,,2126617.84,645074.08,0.0,100000.0,1,False,REF-27631,0.0,OFFICER-17,2024-12-11
DEC24070581722,2024-07-05,IMP-006,BROK-020,Sea,CN,BKK,BKK,INV-39518,Standard Import,1,64039990,0,PROD-774,BrandX,M-51,2022,Footwear,68.0,180.71,192.47,USD,826.28,56187.04,31.98,26424.43,1796861.54,0,,539058.46,163514.4,0.0,28050.0,0,False,REF-43756,0.0,OFFICER-30,2024-12-08
DEC23102730961,2023-10-27,IMP-003,BROK-003,Air,CN,BKK,LCP,INV-69106,Standard Import,1,33030000,0,PROD-164,BrandX,M-77,2024,Perfumes,66.0,441.82,479.15,USD,2993.27,197555.82,35.07,104973.98,6928282.61,0,,2078484.78,630473.72,0.0,105400.0,1,False,REF-16504,0.0,OFFICER-23,2024-12-28
DEC240113100218,2024-01-13,IMP-008,BROK-016,Sea,CN,BKK,SUV,INV-16768,Standard Import,1,87089360,0,PROD-189,BrandX,M-82,2024,Clutches,59.0,440.43,472.74,USD,4028.33,237671.47,31.98,128825.99,7600733.61,0,,2280220.08,691666.76,0.0,100000.0,1,False,REF-40754,0.0,OFFICER-22,2024-12-31
DEC25102068901,2025-10-20,IMP-005,BROK-019,Air,CN,LCP,LCP,INV-64408,Standard Import,1,62044290,0,PROD-783,BrandX,M-82,2025,Women Dresses,76.0,713.75,849.03,USD,1196.36,90923.36,32.88,39336.32,2989560.08,0,,896868.02,272049.97,0.0,44200.0,0,False,REF-46926,0.0,OFFICER-43,2024-12-20
DEC23032627091,2023-03-26,IMP-003,BROK-046,Air,CN,BKK,SUV,INV-86080,Standard Import,1,33030000,0,PROD-260,BrandX,M-30,2023,Perfumes,71.0,197.52,218.8,USD,2022.39,143589.69,35.07,70925.22,5035690.43,0,,1510707.13,458247.83,0.0,105400.0,1,False,REF-53439,0.0,OFFICER-40,2024-12-07
DEC250214105621,2025-02-14,IMP-008,BROK-015,Sea,DE,LCP,SUV,INV-10630,Standard Import,1,87089360,0,PROD-794,BrandX,M-66,2024,Clutches,65.0,348.16,376.32,USD,3507.64,227996.6,32.88,115331.2,7496528.21,0,,2248958.46,682184.07,0.0,100000.0,1,False,REF-35867,0.0,OFFICER-18,2024-12-31
DEC23082612156,2023-08-26,IMP-001,BROK-046,Sea,US,BKK,BKK,INV-92853,Standard Import,1,19059030,0,PROD-508,BrandX,M-38,2023,Cake,31.0,308.81,365.81,USD,145.31,4504.61,35.07,5096.02,157976.67,999,,47393.0,14375.88,0.0,5000.0,0,False,REF-81679,0.0,OFFICER-18,2024-12-27
DEC25011539212,2025-01-15,IMP-003,BROK-001,Sea,US,LCP,BKK,INV-92044,Standard Import,1,33030000,0,PROD-394,BrandX,M-95,2022,Perfumes,51.0,504.42,580.12,USD,2200.39,112219.89,32.88,72348.82,3689789.98,999,,1106936.99,335770.89,0.0,105400.0,1,False,REF-99467,0.0,OFFICER-42,2024-12-31
DEC23061497254,2023-06-14,IMP-008,BROK-031,Sea,JP,BKK,LCP,INV-92320,Standard Import,1,87089360,0,PROD-341,BrandX,M-26,2021,Clutches,99.0,853.86,950.98,USD,3263.54,323090.46,35.07,114452.35,11330782.43,0,,3399234.73,1031101.2,0.0,100000.0,0,False,REF-18392,0.0,OFFICER-37,2024-12-18
DEC23061049182,2023-06-10,IMP-005,BROK-012,Sea,CN,BKK,LCP,INV-53264,Standard Import,1,62044290,0,PROD-379,BrandX,M-16,2022,Women Dresses,87.0,654.11,690.34,USD,1397.01,121539.87,35.07,48993.14,4262403.24,0,,1278720.97,387878.69,0.0,44200.0,1,False,REF-99629,0.0,OFFICER-23,2024-12-16
DEC25021086023,2025-02-10,IMP-006,BROK-025,Sea,CN,SUV,BKK,INV-63231,Standard Import,1,64039990,0,PROD-768,BrandX,M-42,2024,Footwear,5.0,30.27,32.07,USD,826.93,4134.65,32.88,27189.46,135947.29,0,,40784.19,12371.2,0.0,28050.0,0,False,REF-39194,0.0,OFFICER-12,2024-12-03
DEC24020154594,2024-02-01,IMP-005,BROK-050,Sea,CN,BKK,LCP,INV-13886,Standard Import,1,62044290,0,PROD-920,BrandX,M-10,2025,Women Dresses,81.0,118.33,131.78,USD,1343.9,108855.9,31.98,42977.92,3481211.68,999,,1044363.5,316790.26,0.0,44200.0,0,False,REF-69013,0.0,OFFICER-39,2024-12-10
